Lat_Lon,Crime_Rating
"(40.80729586300004, -73.95422681099996)",14.2
"(40.807303715, -73.953273166)",7.0
"(40.807324046, -73.949418862)",63.5
"(40.80732404600008, -73.94941886199997)",15.5
"(40.807346111, -73.964391703)",42.4
"(40.80734611100007, -73.96439170299993)",8.5
"(40.807352191, -73.939474261)",38.9
"(40.807353907, -73.937545307)",32.3
"(40.807354427, -73.938513394)",38.8
"(40.807382922, -73.940510955)",137.5
"(40.807395483, -73.949588584)",36.6
"(40.80739548300004, -73.94958858399998)",4.5
"(40.807407416, -73.945647585)",45.9
"(40.807408155, -73.941547654)",60.199999999999996
"(40.807408155000076, -73.94154765399996)",25.5
"(40.80742645, -73.958409734)",46.9
"(40.807473359, -73.945795634)",93.5
"(40.80747335900003, -73.94579563399996)",58.699999999999996
"(40.807479362, -73.960580679)",15.6
"(40.807547435, -73.935106835)",57.3
"(40.80754743500006, -73.93510683499993)",7.0
"(40.807554862, -73.956805801)",15.5
"(40.80755486200008, -73.95680580099996)",7.1
"(40.807558824, -73.952904534)",47.1
"(40.807558824000076, -73.95290453399997)",22.1
"(40.80756918000003, -73.96689850599995)",17.0
"(40.807581487, -73.937118844)",7.0
"(40.807600812, -73.954949058)",31.7
"(40.80760081200003, -73.95494905799995)",4.5
"(40.807604886, -73.966981571)",36.3
"(40.807604886000036, -73.96698157099996)",11.5
"(40.807606223, -73.937180229)",172.2
"(40.80760622300004, -73.93718022899996)",29.2
"(40.807619264, -73.953041759)",33.9
"(40.80761926400004, -73.95304175899997)",8.4
"(40.807636944, -73.964044767)",8.5
"(40.807662226, -73.939250016)",132.7
"(40.80766222600005, -73.93925001599996)",32.2
"(40.807665162, -73.951206685)",161.5
"(40.80766516200004, -73.951206685)",58.3
"(40.807674105, -73.952911677)",7.0
"(40.80767531, -73.949281328)",250.4
"(40.807675310000036, -73.94928132799998)",55.4
"(40.807699163, -73.947384858)",205.29999999999998
"(40.807699163000045, -73.94738485799998)",28.299999999999997
"(40.807719347, -73.964239787)",7.0
"(40.807719347000045, -73.96423978699994)",8.5
"(40.807720938, -73.941319806)",111.69999999999999
"(40.807720938000045, -73.94131980599997)",29.6
"(40.807744755000044, -73.95817834799993)",17.0
"(40.807760378, -73.943346267)",183.9
"(40.80776037800007, -73.943346267)",36.0
"(40.807775126, -73.945470283)",7.1
"(40.807778078, -73.959258403)",31.0
"(40.80777807800007, -73.95925840299998)",8.5
"(40.807780622, -73.945484727)",856.9
"(40.807780622000045, -73.94548472699995)",289.9
"(40.807796574, -73.965471538)",15.5
"(40.80779657400007, -73.96547153799997)",7.0
"(40.807863495, -73.935850661)",57.8
"(40.807864032, -73.936822368)",7.0
"(40.807865699, -73.934886175)",54.0
"(40.80786569900005, -73.93488617499997)",14.0
"(40.807867675, -73.956578024)",32.2
"(40.807876648, -73.945401566)",7.1
"(40.807892024, -73.955649646)",47.1
"(40.807892024000076, -73.95564964599998)",8.5
"(40.807901238, -73.966710502)",8.4
"(40.807913621, -73.954721271)",62.0
"(40.80791362100007, -73.95472127099998)",8.5
"(40.807924222, -73.953767616)",66.6
"(40.80792422200005, -73.95376761599994)",8.5
"(40.807949641, -73.948959624)",30.299999999999997
"(40.80794964100005, -73.94895962399994)",8.5
"(40.80797396500003, -73.93708596199998)",14.0
"(40.807975005, -73.939022156)",61.5
"(40.807977233, -73.938054056)",91.7
"(40.80797723300003, -73.93805405599994)",22.7
"(40.808002994, -73.94005525)",110.3
"(40.80800299400005, -73.94005524999993)",38.8
"(40.808012927, -73.963903684)",66.5
"(40.808017131, -73.952752493)",37.4
"(40.808017131000035, -73.95275249299993)",4.5
"(40.808021077, -73.949125735)",150.5
"(40.80802107700004, -73.94912573499995)",22.6
"(40.808030975, -73.941091958)",16.2
"(40.808063059, -73.957950573)",24.0
"(40.808096803, -73.952936665)",125.8
"(40.808129699, -73.960107082)",21.4
"(40.808142838, -73.945300203)",183.3
"(40.80814283800004, -73.945300203)",127.6
"(40.808180487, -73.956346631)",46.7
"(40.80818048700007, -73.95634663099996)",29.6
"(40.808181216, -73.934661903)",16.9
"(40.808183963, -73.934665513)",26.799999999999997
"(40.80818396300003, -73.93466551299997)",7.1
"(40.808229175, -73.95449348)",47.6
"(40.808231771, -73.936724487)",167.8
"(40.808231771000074, -73.93672448699994)",43.5
"(40.808233294, -73.966518882)",25.9
"(40.80824762, -73.952586163)",77.6
"(40.80824762000003, -73.95258616299998)",28.3
"(40.80825463, -73.964441789)",17.0
"(40.808287783, -73.938794294)",119.0
"(40.808287783000026, -73.93879429399993)",15.4
"(40.808288015, -73.950736627)",144.2
"(40.80828801500007, -73.95073662699998)",9.2
"(40.8083009, -73.94881125)",7.0
"(40.808303649, -73.948822085)",222.6
"(40.80830364900004, -73.94882208499997)",34.6
"(40.808343756, -73.940860491)",102.89999999999999
"(40.808343756000056, -73.94086049099997)",14.2
"(40.808374136, -73.946885823)",913.1999999999999
"(40.80837413600005, -73.94688582299993)",258.4
"(40.808383203, -73.942886972)",392.2
"(40.80838320300006, -73.94288697199994)",38.1
"(40.808404219, -73.95295451)",30.8
"(40.808404219000074, -73.95295450999998)",13.0
"(40.808411946, -73.958799249)",23.9
"(40.808411946000035, -73.95879924899998)",8.5
"(40.808417746, -73.95247406)",50.8
"(40.80841774600003, -73.95247405999999)",66.1
"(40.808452844, -73.944989288)",7.0
"(40.808455592, -73.94499651)",280.0
"(40.80845559200003, -73.94499650999995)",46.5
"(40.808495065, -73.936363004)",7.1
"(40.808496042, -73.956115235)",29.7
"(40.808497274, -73.935398508)",47.3
"(40.80849727400005, -73.93539850799993)",24.799999999999997
"(40.808520388, -73.955190461)",14.2
"(40.808520388000034, -73.95519046099997)",14.0
"(40.808544726, -73.954262075)",30.4
"(40.80854472600004, -73.95426207499997)",7.0
"(40.808557677, -73.952354754)",84.9
"(40.80855767700007, -73.95235475399994)",35.9
"(40.808562252, -73.965138805)",7.0
"(40.808573554, -73.966226112)",23.9
"(40.808600041, -73.937598323)",126.7
"(40.808600561, -73.938566428)",53.699999999999996
"(40.80860056100005, -73.93856642799993)",16.9
"(40.808628554, -73.939599532)",105.3
"(40.80862855400005, -73.939599532)",20.0
"(40.80863225, -73.953492586)",26.2
"(40.80865289, -73.965344661)",24.0
"(40.808653793, -73.940632639)",80.5
"(40.808653793000076, -73.94063263899994)",7.1
"(40.808660938, -73.964730559)",8.5
"(40.808674112, -73.948652019)",143.6
"(40.80867411200006, -73.94865201899995)",33.9
"(40.808680501, -73.957617847)",47.8
"(40.808732662, -73.944689232)",44.5
"(40.80873266200007, -73.94468923199997)",22.5
"(40.808749904, -73.952585806)",581.4
"(40.80874990400008, -73.95258580599993)",7.0
"(40.808760827, -73.959651547)",7.1
"(40.80876082700007, -73.95965154699996)",7.0
"(40.808793115, -73.944833676)",101.39999999999999
"(40.80879311500007, -73.94483367599996)",7.1
"(40.808811597, -73.955883837)",8.4
"(40.808811597000044, -73.955883837)",7.1
"(40.808857534, -73.954034282)",43.0
"(40.808857534000026, -73.95403428199995)",9.0
"(40.808865549, -73.936265115)",119.39999999999999
"(40.808865549000075, -73.93626511499998)",9.0
"(40.808867129, -73.965850278)",35.4
"(40.808870482, -73.952126951)",66.4
"(40.80887048200003, -73.95212695099997)",21.3
"(40.808913337, -73.938338562)",104.2
"(40.80891333700004, -73.93833856199996)",45.8
"(40.808916361, -73.950281005)",119.89999999999999
"(40.80891636100006, -73.95028100499997)",15.4
"(40.808966573, -73.940404781)",129.79999999999998
"(40.80896657300008, -73.94040478099998)",26.6
"(40.808978627000045, -73.94831944799995)",8.5
"(40.808981375, -73.94832667)",603.3
"(40.80898137500003, -73.94832666999997)",119.3
"(40.809003282, -73.94242767)",313.2
"(40.80900328200005, -73.94242766999997)",38.2
"(40.809012904, -73.95841958)",7.0
"(40.809045481, -73.957433384)",33.2
"(40.80904637, -73.946401231)",136.2
"(40.80904637000003, -73.94640123099998)",15.4
"(40.809054437, -73.959434628)",32.599999999999994
"(40.809057306, -73.952567525)",8.4
"(40.809075677, -73.944530002)",14.0
"(40.809078427, -73.944540837)",238.7
"(40.80907842700003, -73.94454083699996)",34.4
"(40.80912441, -73.955659662)",20.7
"(40.809148751, -73.954731268)",64.5
"(40.80914875100007, -73.954731268)",24.0
"(40.809173087, -73.953806485)",80.5
"(40.80917308700003, -73.95380648499997)",14.2
"(40.809183284, -73.951895535)",27.799999999999997
"(40.80918328400003, -73.95189553499995)",11.5
"(40.809223369, -73.938110695)",81.39999999999999
"(40.80922336900005, -73.93811069499998)",16.2
"(40.809228335, -73.937142575)",137.2
"(40.80922833500005, -73.93714257499995)",21.299999999999997
"(40.809246872, -73.9530081)",42.1
"(40.80924687200008, -73.95300809999998)",8.4
"(40.809251366, -73.939143807)",60.8
"(40.80925136600007, -73.93914380699994)",14.1
"(40.809257979, -73.936145531)",22.7
"(40.809279354, -73.940176921)",31.0
"(40.809279354000076, -73.940176921)",17.0
"(40.809348045, -73.959217706)",47.9
"(40.809348045000036, -73.95921770599993)",14.1
"(40.809349096, -73.948167439)",95.6
"(40.80934909600006, -73.94816743899997)",7.0
"(40.80938847800008, -73.96535150199998)",9.2
"(40.809413199, -73.944367164)",142.79999999999998
"(40.80941319900006, -73.94436716399997)",37.4
"(40.809413204, -73.957245306)",8.5
"(40.80943722, -73.955431874)",79.0
"(40.80943722000006, -73.95543187399994)",15.7
"(40.809443406, -73.965463459)",24.0
"(40.80944340600007, -73.96546345899996)",8.5
"(40.809485894, -73.953578688)",43.6
"(40.809498831, -73.951664113)",119.2
"(40.809498831000035, -73.95166411299994)",17.4
"(40.80950481800004, -73.93580934299997)",4.5
"(40.809510313, -73.935820175)",187.6
"(40.80951031300003, -73.93582017499993)",30.7
"(40.809533401, -73.937882826)",216.89999999999998
"(40.809533401000074, -73.93788282599996)",7.0
"(40.80958939, -73.939949062)",185.1
"(40.809589390000035, -73.93994906199998)",32.5
"(40.809596838, -73.949785598)",912.5
"(40.80959683800006, -73.94978559799995)",170.3
"(40.809626863, -73.96402563)",9.2
"(40.809628853, -73.941975579)",686.1999999999999
"(40.80962885300004, -73.94197557899997)",121.0
"(40.809645375, -73.947831257)",11.5
"(40.80964812500007, -73.94784209199997)",12.9
"(40.809650868, -73.947838477)",271.8
"(40.80965086800006, -73.94783847699995)",11.6
"(40.809675063, -73.953043921)",18.5
"(40.809677443, -73.945945561)",213.1
"(40.809677443000055, -73.94594556099996)",45.9
"(40.809682815, -73.958971858)",12.9
"(40.809684117, -73.962811834)",14.0
"(40.809686197, -73.953426827)",25.7
"(40.809693014, -73.94406349)",7.1
"(40.809701258, -73.944085157)",162.3
"(40.809701258000075, -73.94408515699998)",11.6
"(40.809715396, -73.957985653)",8.5
"(40.809755518, -73.955200467)",36.5
"(40.809779856, -73.954272064)",71.2
"(40.809779856000034, -73.95427206399995)",15.5
"(40.809801045, -73.952371926)",46.599999999999994
"(40.80980104500002, -73.95237192599996)",7.0
"(40.809839071, -73.951414611)",46.7
"(40.809839071000056, -73.95141461099996)",7.0
"(40.809845604, -73.936607356)",79.39999999999999
"(40.80984560400003, -73.93660735599997)",22.6
"(40.809858783, -73.935624768)",232.7
"(40.80985878300004, -73.93562476799997)",28.4
"(40.809859893, -73.937644103)",125.1
"(40.809859893000066, -73.93764410299997)",53.199999999999996
"(40.809874177, -73.938688074)",123.2
"(40.80987417700004, -73.93868807399997)",23.299999999999997
"(40.809889247, -73.953278576)",14.1
"(40.80988924700006, -73.95327857599993)",8.4
"(40.809902169, -73.939721198)",28.1
"(40.80990216900005, -73.93972119799997)",7.1
"(40.809922168, -73.960586457)",21.9
"(40.80992216800007, -73.96058645699996)",8.5
"(40.809927937, -73.947513143)",22.5
"(40.80992793700005, -73.94751314299998)",11.5
"(40.810004872, -73.947693703)",44.3
"(40.81000487200004, -73.94769370299997)",8.5
"(40.810017585, -73.958729619)",19.9
"(40.810038777, -73.943915089)",152.7
"(40.810038777000045, -73.94391508899997)",7.0
"(40.810073816, -73.954969058)",287.9
"(40.810073816000056, -73.95496905799997)",21.2
"(40.810103255, -73.953079743)",104.7
"(40.81010325500005, -73.953079743)",25.0
"(40.810130878, -73.953513215)",8.5
"(40.810182058, -73.951168716)",522.5
"(40.810182058000066, -73.95116871599998)",114.0
"(40.810183643, -73.937408991)",383.3
"(40.810183643000066, -73.93740899099998)",75.5
"(40.810195484, -73.957335114)",16.299999999999997
"(40.810217695, -73.939496942)",222.29999999999998
"(40.81021769500006, -73.93949694199993)",21.1
"(40.810251675, -73.94151987)",175.5
"(40.810251675000075, -73.94151986999998)",39.5
"(40.810269084, -73.949304638)",99.1
"(40.810269084000026, -73.94930463799993)",8.5
"(40.810284687, -73.947371977)",264.9
"(40.81028468700004, -73.947371977)",50.4
"(40.810287433, -73.947375587)",7.0
"(40.810297536, -73.945489891)",181.4
"(40.810297536000064, -73.94548989099997)",68.5
"(40.810326831, -73.943625852)",242.7
"(40.81032683100005, -73.94362585199997)",32.4
"(40.810327656, -73.958501844)",7.0
"(40.810351666, -73.964661027)",15.5
"(40.81037525, -73.953744239)",67.4
"(40.81037525000005, -73.95374423899995)",8.5
"(40.81038149000005, -73.96347974499997)",4.5
"(40.81038388, -73.954741266)",80.4
"(40.810383880000074, -73.95474126599998)",21.1
"(40.810438012, -73.952837473)",142.4
"(40.81043801200008, -73.952837473)",75.1
"(40.810451304, -73.95179347)",7.0
"(40.810469419, -73.955908025)",161.5
"(40.81046941900007, -73.95590802499999)",28.0
"(40.810476043, -73.951880151)",419.9
"(40.810476043000044, -73.95188015099995)",123.7
"(40.81051681, -73.950922824)",94.1
"(40.81051681000002, -73.95092282399997)",20.1
"(40.810524424, -73.938214246)",250.0
"(40.81052442400005, -73.93821424599997)",58.8
"(40.810534599, -73.95413066)",24.0
"(40.81053459900005, -73.95413065999998)",7.0
"(40.810540222, -73.947978665)",162.79999999999998
"(40.81054022200004, -73.94797866499994)",37.4
"(40.810540223, -73.962052743)",7.1
"(40.810540225000075, -73.96205635599993)",4.5
"(40.810541447, -73.939258226)",65.0
"(40.81054144700005, -73.93925822599994)",50.9
"(40.810542971, -73.962059967)",50.7
"(40.81054297100008, -73.96205996699997)",21.1
"(40.81055902, -73.947068315)",28.4
"(40.810591712, -73.960094769)",14.0
"(40.810603898, -73.943318559)",48.3
"(40.81060389800007, -73.94331855899996)",23.299999999999997
"(40.81063498300006, -73.95827406899997)",4.5
"(40.810637728, -73.958274067)",72.7
"(40.81063772800008, -73.95827406699993)",11.6
"(40.810667099, -73.943466617)",64.5
"(40.81066709900006, -73.94346661699996)",28.099999999999998
"(40.810669619, -73.963270065)",8.5
"(40.810688259, -73.954018567)",7.0
"(40.81068825900008, -73.95401856699993)",8.5
"(40.810693945, -73.95451347)",37.4
"(40.810763302, -73.964425999)",28.4
"(40.810763302000055, -73.96442599899994)",15.5
"(40.810768216, -73.962605319)",8.5
"(40.810772767, -73.95259159)",658.4
"(40.81077276700007, -73.95259158999993)",62.4
"(40.810799905, -73.935056702)",144.7
"(40.810799905000074, -73.93505670199994)",43.3
"(40.810851563, -73.950680542)",202.79999999999998
"(40.81085156300003, -73.95068054199999)",23.5
"(40.81085208600007, -73.93511083799996)",15.5
"(40.810865198, -73.939019508)",261.7
"(40.810865198000045, -73.93901950799993)",41.9
"(40.810877241, -73.941064151)",222.2
"(40.81087724100007, -73.94106415099996)",22.2
"(40.810888326, -73.946934391)",203.6
"(40.81088832600005, -73.94693439099996)",14.0
"(40.810920377, -73.945045047)",272.7
"(40.81092037700005, -73.94504504699995)",38.0
"(40.810949662, -73.943173766)",248.5
"(40.81094966200004, -73.94317376599997)",23.1
"(40.810955004, -73.963060385)",14.0
"(40.810956032, -73.958042669)",54.5
"(40.81095603200004, -73.95804266899995)",8.5
"(40.810979844, -73.949022325)",406.4
"(40.81097984400003, -73.94902232499999)",79.89999999999999
"(40.811001265, -73.954289287)",109.3
"(40.81100126500007, -73.95428928699994)",7.2
"(40.811074977, -73.953303031)",215.79999999999998
"(40.81107497700003, -73.95330303099996)",88.1
"(40.811113013, -73.952349312)",168.6
"(40.81111301300007, -73.95234931199997)",50.6
"(40.811130194, -73.936714506)",1285.2
"(40.811130194000036, -73.93671450599999)",128.1
"(40.81115104, -73.951391978)",115.6
"(40.81115104000003, -73.95139197799993)",7.0
"(40.811169851, -73.950449107)",146.29999999999998
"(40.811169851000045, -73.95044910699994)",30.0
"(40.811176376, -73.946619877)",91.19999999999999
"(40.81117637600005, -73.946619877)",7.1
"(40.81119059600008, -73.95415188299995)",8.4
"(40.811211859, -73.959635612)",53.599999999999994
"(40.811211859000025, -73.95963561199994)",39.5
"(40.811212521, -73.9615719)",22.4
"(40.811274335, -73.95781127)",127.2
"(40.811274335000064, -73.95781126999998)",9.2
"(40.811287181, -73.943007304)",79.19999999999999
"(40.811339569, -73.964021092)",53.9
"(40.811375978, -73.958053242)",32.5
"(40.81137597800006, -73.95805324199995)",8.5
"(40.811377182, -73.954010867)",237.29999999999998
"(40.81137718200006, -73.95401086699997)",32.0
"(40.811450512, -73.95210342)",185.2
"(40.81145051200008, -73.95210341999997)",14.0
"(40.811478643000044, -73.96122494799994)",7.0
"(40.811485395, -73.950217673)",227.29999999999998
"(40.811485395000034, -73.95021767299994)",48.0
"(40.811516657, -73.946478717)",251.5
"(40.81151665700002, -73.94647871699993)",42.6
"(40.811522012, -73.940601181)",338.4
"(40.81152201200007, -73.94060118099996)",57.5
"(40.811543204, -73.944574908)",140.4
"(40.81154320400003, -73.94457490799994)",24.7
"(40.811555752, -73.954422568)",48.2
"(40.81155575200007, -73.95442256799998)",14.1
"(40.811565534, -73.934792243)",16.8
"(40.81157413, -73.959541467)",4.5
"(40.811575235, -73.942721669)",274.09999999999997
"(40.81157523500008, -73.94272166899998)",53.0
"(40.811595381, -73.957576253)",92.7
"(40.81159538100008, -73.95757625299996)",40.9
"(40.811608094, -73.962583172)",42.6
"(40.811609506000025, -73.93489334999998)",16.9
"(40.811612261, -73.93491141)",56.4
"(40.81161226100005, -73.93491140999998)",22.0
"(40.811625995, -73.934929459)",4.5
"(40.811625995000036, -73.934929459)",4.5
"(40.811717434, -73.953779431)",21.0
"(40.811733093, -73.951803379)",25.6
"(40.81173309300004, -73.95180337899995)",13.5
"(40.811751909, -73.9508605)",133.7
"(40.81175190900007, -73.95086049999998)",7.0
"(40.811755473, -73.95282209)",98.1
"(40.81175547300006, -73.95282208999998)",20.7
"(40.811796465, -73.946149753)",69.1
"(40.811796465000036, -73.94614975299999)",7.1
"(40.81179782, -73.963645144)",24.0
"(40.811798195, -73.949989851)",41.0
"(40.811798195000044, -73.94998985099994)",32.1
"(40.81181176, -73.938328651)",503.8
"(40.81181176000007, -73.93832865099995)",76.7
"(40.811813442, -73.961054964)",7.1
"(40.811838164, -73.961112749)",49.5
"(40.81183816400005, -73.96111274899994)",26.9
"(40.81186053, -73.942407136)",39.1
"(40.811862362, -73.935500005)",146.29999999999998
"(40.811862362000056, -73.93550000499994)",25.4
"(40.811867911, -73.946326708)",20.9
"(40.811920986, -73.942551584)",101.39999999999999
"(40.811947369, -73.959418414)",97.8
"(40.81194736900005, -73.95941841399997)",37.7
"(40.811986508, -73.947576544)",719.1
"(40.811986508000075, -73.94757654399997)",94.19999999999999
"(40.812015676, -73.951506947)",327.9
"(40.812015676000044, -73.95150694699998)",42.4
"(40.81206043, -73.95354438)",106.4
"(40.81206043000003, -73.95354437999998)",7.1
"(40.812079487, -73.936023611)",488.2
"(40.81207948700006, -73.93602361099995)",135.79999999999998
"(40.81208223700002, -73.93603444599995)",42.3
"(40.81210154, -73.960765793)",4.5
"(40.812110992, -73.949758414)",153.2
"(40.81211099200004, -73.94975841399997)",7.0
"(40.812115968, -73.955169978)",741.5
"(40.81211596800006, -73.95516997799997)",125.0
"(40.812125776, -73.946030273)",254.2
"(40.81212577600007, -73.94603027299998)",30.2
"(40.81214772000004, -73.94600135499996)",8.4
"(40.81215321400003, -73.94601218799994)",9.2
"(40.812166039, -73.944126437)",244.1
"(40.81216603900003, -73.94412643699997)",36.5
"(40.812169531, -73.951868089)",63.2
"(40.812169531000045, -73.95186808899997)",18.4
"(40.812209032, -73.942251496)",292.6
"(40.812209032000055, -73.94225149599998)",96.1
"(40.812261182, -73.96210595)",46.6
"(40.812267657, -73.957084521)",198.5
"(40.81226765700006, -73.95708452099996)",65.4
"(40.81229826, -73.951217739)",107.89999999999999
"(40.812298260000034, -73.95121773899997)",21.2
"(40.812323386, -73.952229231)",41.4
"(40.81232338600006, -73.95222923099993)",7.1
"(40.812343329, -73.936655552)",31.6
"(40.812347292, -73.950343467)",68.4
"(40.81234729200002, -73.95034346699998)",20.0
"(40.812378735, -73.953338242)",51.1
"(40.81237873500004, -73.95333824199997)",8.5
"(40.812419303, -73.945694068)",47.4
"(40.81241930300007, -73.94569406799998)",14.1
"(40.81241985, -73.960538015)",18.4
"(40.812423791, -73.949530588)",274.7
"(40.81242379100007, -73.94953058799997)",32.8
"(40.812456402, -73.96317154)",7.0
"(40.812461056, -73.960642755)",25.4
"(40.812486101, -73.941958638)",71.4
"(40.81248610100005, -73.94195863799997)",50.6
"(40.812490753, -73.94587825)",16.8
"(40.812512958, -73.952680664)",84.5
"(40.81251295800007, -73.95268066399994)",7.1
"(40.812546556, -73.942099475)",83.2
"(40.81254655600002, -73.94209947499998)",14.1
"(40.812583588, -73.950928525)",151.3
"(40.812583588000045, -73.95092852499994)",24.7
"(40.812600519, -73.952026729)",121.6
"(40.81260051900006, -73.95202672899995)",14.0
"(40.812618885, -73.956827802)",63.6
"(40.81261888500006, -73.95682780199996)",11.6
"(40.812620228, -73.946896885)",7.0
"(40.812632015, -73.963016104)",242.3
"(40.81263201500008, -73.96301610399996)",37.1
"(40.812699783, -73.953128489)",88.6
"(40.812709972, -73.939628341)",21.1
"(40.812730513, -73.95447234)",185.6
"(40.812730513000076, -73.95447233999994)",22.7
"(40.812733845, -73.949302761)",181.29999999999998
"(40.812733845000025, -73.94930276099996)",37.4
"(40.81274732900005, -73.93761972199997)",13.0
"(40.812755573, -73.937637777)",452.4
"(40.81275557300006, -73.93763777699996)",48.7
"(40.812759591, -73.945570963)",276.3
"(40.81275959100003, -73.94557096299998)",45.6
"(40.812795155, -73.939812504)",7.0
"(40.812797101, -73.943663498)",258.5
"(40.81279710100006, -73.94366349799998)",29.5
"(40.812823624, -73.941803004)",162.5
"(40.81282362400003, -73.94180300399995)",38.1
"(40.812861741, -73.960512465)",36.1
"(40.81286174100006, -73.96051246499997)",7.0
"(40.81286818600006, -73.96340612899996)",33.9
"(40.812874406, -73.950639305)",25.4
"(40.812948992, -73.951769986)",57.099999999999994
"(40.81294899200003, -73.951769986)",21.0
"(40.812950638, -73.955881094)",202.0
"(40.812950638000075, -73.95588109399995)",42.5
"(40.812950907, -73.949826419)",20.4
"(40.813008529, -73.956545769)",329.0
"(40.81300852900005, -73.95654576899994)",80.8
"(40.813009528, -73.935271301)",7.1
"(40.813009528000066, -73.93527130099994)",15.5
"(40.813028822, -73.935415785)",124.6
"(40.81302882200004, -73.93541578499998)",91.5
"(40.813042139, -73.945238376)",9.2
"(40.813045365, -73.946260732)",391.09999999999997
"(40.81304536500005, -73.94626073199998)",61.199999999999996
"(40.813057618, -73.949067697)",147.5
"(40.813057618000066, -73.94906769699998)",53.6
"(40.813075669, -73.960046316)",15.5
"(40.813088658, -73.957979911)",368.3
"(40.81308865800003, -73.95797991099995)",62.6
"(40.81309029, -73.93738097)",44.4
"(40.81309029000005, -73.93738096999994)",14.2
"(40.813100509, -73.953120981)",7.0
"(40.81310050900004, -73.95312098099998)",31.799999999999997
"(40.813103431, -73.941495689)",103.89999999999999
"(40.81310343100006, -73.94149568899996)",35.3
"(40.813107346, -73.938471954)",199.4
"(40.81310734600004, -73.93847195399997)",31.799999999999997
"(40.813110844, -73.945418948)",77.0
"(40.81311084400005, -73.94541894799994)",38.8
"(40.813113971000064, -73.93552769299998)",8.5
"(40.813131122, -73.954168609)",136.9
"(40.81313112200007, -73.95416860899996)",22.7
"(40.813163889, -73.941643752)",106.69999999999999
"(40.81316388900007, -73.94164375199995)",29.7
"(40.813167967, -73.95035008)",105.19999999999999
"(40.81316796700002, -73.95035007999998)",15.5
"(40.813226488, -73.952441726)",74.1
"(40.813226488000055, -73.95244172599996)",7.1
"(40.81322709, -73.961400945)",39.5
"(40.813227090000055, -73.96140094499998)",22.5
"(40.813261798, -73.95154939)",115.69999999999999
"(40.81326179800004, -73.95154938999997)",9.2
"(40.813357872, -73.958619171)",7.0
"(40.813378647, -73.948832633)",122.7
"(40.81337864700004, -73.94883263299994)",8.4
"(40.813384453, -73.956270966)",560.1
"(40.813384453000026, -73.95627096599996)",60.1
"(40.813390649, -73.945089971)",7.2
"(40.813396145, -73.945104417)",310.59999999999997
"(40.81339614500007, -73.94510441699998)",34.0
"(40.81339817200006, -73.95626011899996)",20.5
"(40.813414441, -73.9432114)",140.9
"(40.81341444100008, -73.94321139999995)",45.0
"(40.813430507, -73.937145831)",63.8
"(40.81343050700008, -73.93714583099995)",13.7
"(40.813446445, -73.941347271)",185.5
"(40.813446445000075, -73.94134727099998)",22.7
"(40.813467357, -73.939327809)",73.1
"(40.813474015, -73.947286365)",308.5
"(40.81347401500005, -73.94728636499997)",83.0
"(40.813488994, -73.950107797)",93.6
"(40.813488994000075, -73.95010779699999)",4.5
"(40.813503978, -73.953109859)",22.5
"(40.81350397800003, -73.95310985899994)",14.9
"(40.81354743, -73.95909953)",27.7
"(40.81354743000002, -73.95909952999993)",22.6
"(40.813562451, -73.955205129)",11.6
"(40.8135746, -73.951321569)",77.3
"(40.813592964, -73.94934907)",120.19999999999999
"(40.81359296400007, -73.94934906999998)",14.2
"(40.81365699, -73.939797274)",7.0
"(40.813661262, -73.948626496)",46.199999999999996
"(40.81366126200004, -73.94862649599996)",4.5
"(40.813739163, -73.944952405)",224.29999999999998
"(40.81373916300004, -73.94495240499998)",45.1
"(40.813740537, -73.936917944)",32.9
"(40.81374053700006, -73.93691794399997)",14.2
"(40.813748197, -73.941018256)",62.199999999999996
"(40.813748197000045, -73.94101825599995)",15.6
"(40.813770767, -73.962068964)",42.4
"(40.813770767000044, -73.96206896399997)",7.0
"(40.813774094, -73.955985313)",198.7
"(40.813774094000046, -73.95598531299999)",29.7
"(40.813775146, -73.940053664)",112.8
"(40.81377514600007, -73.94005366399993)",26.4
"(40.81378368, -73.959681016)",103.5
"(40.81378368000002, -73.95968101599993)",7.1
"(40.813807276, -73.949861899)",62.0
"(40.813807276000034, -73.94986189899998)",53.5
"(40.81380866, -73.941173546)",75.5
"(40.81380866000006, -73.94117354599996)",7.1
"(40.813856233, -73.955457816)",75.0
"(40.81385623300008, -73.95545781599996)",8.5
"(40.813884657, -73.951093746)",54.599999999999994
"(40.81388465700008, -73.95109374599997)",7.1
"(40.813903374, -73.956718591)",427.5
"(40.81390337400006, -73.95671859099998)",96.7
"(40.813904701, -73.953095126)",70.8
"(40.813922448, -73.938323083)",14.2
"(40.813923233, -73.934761032)",58.5
"(40.813923233000025, -73.93476103199998)",11.5
"(40.813942759, -73.952199167)",130.4
"(40.81394662, -73.948420356)",135.79999999999998
"(40.81394662000002, -73.94842035599999)",43.0
"(40.813961544, -73.934558688)",4.5
"(40.813972562, -73.934627317)",14.0
"(40.814008904, -73.946563416)",188.1
"(40.81400890400005, -73.94656341599993)",15.6
"(40.814013487, -73.944641492)",7.1
"(40.814014432, -73.960240834)",43.7
"(40.81401443200008, -73.96024083399993)",15.6
"(40.81401898, -73.944648713)",240.79999999999998
"(40.81401898000007, -73.94464871299994)",63.3
"(40.814040017, -73.9427629)",251.6
"(40.814040017000025, -73.94276289999993)",31.0
"(40.814050566, -73.936690053)",49.3
